patient_id,patient_name,aadhaar_number,age,blood_pressure,heart_rate,oxygen_saturation,blood_sugar,bmi,hemoglobin,platelets,doctor_notes,risk_level
P-20130,Patient_130,4743-9792-5422,60,147,94,95.0,89,20.8,13.6,323860,"Patient Name: Patient_130, Aadhaar: 4743-9792-5422. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20131,Patient_131,4824-3451-1628,65,149,85,98.1,170,26.1,15.0,265945,"Patient Name: Patient_131, Aadhaar: 4824-3451-1628. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20132,Patient_132,8778-4696-4674,51,110,96,99.6,230,20.5,14.6,363456,"Patient Name: Patient_132, Aadhaar: 8778-4696-4674. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20133,Patient_133,4929-3765-5369,57,117,97,93.6,206,31.4,14.9,202446,"Patient Name: Patient_133, Aadhaar: 4929-3765-5369. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20134,Patient_134,9307-5956-1692,78,123,80,96.1,137,24.2,11.0,337655,"Patient Name: Patient_134, Aadhaar: 9307-5956-1692. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-20135,Patient_135,4162-2105-4008,67,97,99,94.3,104,24.3,12.2,290148,"Patient Name: Patient_135, Aadhaar: 4162-2105-4008. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20136,Patient_136,3161-9345-4699,84,148,98,98.3,134,25.8,14.6,219341,"Patient Name: Patient_136, Aadhaar: 3161-9345-4699. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20137,Patient_137,4786-5200-2913,79,138,80,96.6,77,25.4,13.7,181085,"Patient Name: Patient_137, Aadhaar: 4786-5200-2913. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20138,Patient_138,6520-2772-3780,75,106,69,97.0,114,33.9,11.0,155750,"Patient Name: Patient_138, Aadhaar: 6520-2772-3780. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20139,Patient_139,8423-3871-1660,50,149,97,98.3,156,27.0,15.4,185903,"Patient Name: Patient_139, Aadhaar: 8423-3871-1660. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20140,Patient_140,7242-2132-1699,33,134,105,95.1,237,19.9,15.3,353561,"Patient Name: Patient_140, Aadhaar: 7242-2132-1699. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20141,Patient_141,8470-7297-8812,65,158,63,99.2,145,27.9,14.0,241036,"Patient Name: Patient_141, Aadhaar: 8470-7297-8812. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20142,Patient_142,5557-3179-9275,27,121,104,96.2,145,20.8,11.4,237954,"Patient Name: Patient_142, Aadhaar: 5557-3179-9275. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-20143,Patient_143,2422-4180-5316,55,133,79,93.2,116,19.0,15.2,267305,"Patient Name: Patient_143, Aadhaar: 2422-4180-5316. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20144,Patient_144,7696-1614-5570,36,154,76,97.5,84,33.5,14.2,350753,"Patient Name: Patient_144, Aadhaar: 7696-1614-5570. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20145,Patient_145,1270-3468-4607,53,97,66,98.3,174,30.5,15.3,182101,"Patient Name: Patient_145, Aadhaar: 1270-3468-4607. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20146,Patient_146,4075-1289-9120,76,132,63,94.5,216,33.7,15.1,152775,"Patient Name: Patient_146, Aadhaar: 4075-1289-9120. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20147,Patient_147,7614-4252-8415,80,90,88,98.8,95,25.9,15.4,261497,"Patient Name: Patient_147, Aadhaar: 7614-4252-8415. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-20148,Patient_148,7771-1278-1580,63,140,73,99.2,121,26.7,13.8,195619,"Patient Name: Patient_148, Aadhaar: 7771-1278-1580. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20149,Patient_149,5958-9445-5276,20,113,62,94.2,162,21.1,11.8,402388,"Patient Name: Patient_149, Aadhaar: 5958-9445-5276. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20150,Patient_150,8997-5776-1824,82,113,83,99.8,219,22.3,14.7,383346,"Patient Name: Patient_150, Aadhaar: 8997-5776-1824. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20151,Patient_151,4832-9891-6445,25,106,96,93.1,90,31.5,14.4,215149,"Patient Name: Patient_151, Aadhaar: 4832-9891-6445. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20152,Patient_152,2380-7534-4156,68,94,75,93.6,120,24.0,15.1,176616,"Patient Name: Patient_152, Aadhaar: 2380-7534-4156. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20153,Patient_153,5307-6634-9575,23,109,63,93.5,107,31.3,11.9,371767,"Patient Name: Patient_153, Aadhaar: 5307-6634-9575. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20154,Patient_154,6810-9533-6934,56,110,83,99.1,89,29.5,12.1,335639,"Patient Name: Patient_154, Aadhaar: 6810-9533-6934. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-20155,Patient_155,4109-5082-4240,77,147,93,97.2,226,21.2,15.9,318171,"Patient Name: Patient_155, Aadhaar: 4109-5082-4240. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20156,Patient_156,7028-2849-9497,45,120,89,93.2,201,26.4,15.1,356903,"Patient Name: Patient_156, Aadhaar: 7028-2849-9497. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20157,Patient_157,3749-7680-1205,71,100,77,95.5,124,29.0,16.0,381318,"Patient Name: Patient_157, Aadhaar: 3749-7680-1205. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-20158,Patient_158,8352-5591-4450,54,141,78,96.9,161,22.1,15.2,437623,"Patient Name: Patient_158, Aadhaar: 8352-5591-4450. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20159,Patient_159,8214-4811-6141,26,104,90,92.7,97,31.4,14.3,205863,"Patient Name: Patient_159, Aadhaar: 8214-4811-6141. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20160,Patient_160,9501-3708-2991,73,96,78,99.0,73,26.9,14.6,323115,"Patient Name: Patient_160, Aadhaar: 9501-3708-2991. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-20161,Patient_161,9463-4273-5538,76,117,108,98.3,219,21.1,15.9,403347,"Patient Name: Patient_161, Aadhaar: 9463-4273-5538. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20162,Patient_162,9712-4722-4551,19,140,105,96.0,145,27.5,14.2,339052,"Patient Name: Patient_162, Aadhaar: 9712-4722-4551. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20163,Patient_163,3832-6679-7579,78,147,78,99.6,136,34.0,14.5,428495,"Patient Name: Patient_163, Aadhaar: 3832-6679-7579. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20164,Patient_164,1152-6754-3800,75,94,81,95.3,155,20.8,11.9,285203,"Patient Name: Patient_164, Aadhaar: 1152-6754-3800. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-20165,Patient_165,6310-3610-2104,77,94,83,99.8,231,31.2,13.6,397908,"Patient Name: Patient_165, Aadhaar: 6310-3610-2104. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20166,Patient_166,8361-5199-4854,57,97,104,97.3,160,21.7,14.9,423493,"Patient Name: Patient_166, Aadhaar: 8361-5199-4854. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-20167,Patient_167,8263-2914-8365,53,153,71,97.0,174,30.6,12.5,342003,"Patient Name: Patient_167, Aadhaar: 8263-2914-8365. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20168,Patient_168,4072-1406-1166,54,99,89,93.3,70,29.9,12.1,424597,"Patient Name: Patient_168, Aadhaar: 4072-1406-1166. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20169,Patient_169,1508-2661-4664,35,127,97,99.0,141,23.2,12.7,299886,"Patient Name: Patient_169, Aadhaar: 1508-2661-4664. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-20170,Patient_170,4489-1680-3524,80,97,90,95.4,156,23.6,12.3,299335,"Patient Name: Patient_170, Aadhaar: 4489-1680-3524. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-20171,Patient_171,3120-6260-5357,39,114,95,93.3,235,30.8,12.2,227694,"Patient Name: Patient_171, Aadhaar: 3120-6260-5357. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20172,Patient_172,2363-3292-2538,28,155,78,92.1,75,25.7,13.3,165735,"Patient Name: Patient_172, Aadhaar: 2363-3292-2538. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20173,Patient_173,4408-8742-9752,75,139,107,96.4,222,29.8,16.0,325745,"Patient Name: Patient_173, Aadhaar: 4408-8742-9752. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20174,Patient_174,2903-1174-3230,74,156,104,96.2,214,20.8,13.8,370534,"Patient Name: Patient_174, Aadhaar: 2903-1174-3230. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20175,Patient_175,5287-5160-8106,21,138,95,97.7,130,31.7,12.0,195066,"Patient Name: Patient_175, Aadhaar: 5287-5160-8106. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20176,Patient_176,4171-2567-2151,24,125,89,99.0,81,29.5,11.4,381387,"Patient Name: Patient_176, Aadhaar: 4171-2567-2151. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-20177,Patient_177,8619-7033-9560,78,157,108,92.6,75,32.6,14.8,284445,"Patient Name: Patient_177, Aadhaar: 8619-7033-9560. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20178,Patient_178,5946-9234-2907,71,130,92,97.8,96,20.6,13.1,422836,"Patient Name: Patient_178, Aadhaar: 5946-9234-2907. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",0
P-20179,Patient_179,4490-3535-5173,18,151,77,93.5,205,27.7,15.5,195541,"Patient Name: Patient_179, Aadhaar: 4490-3535-5173. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20180,Patient_180,2293-5769-5796,72,99,108,98.8,193,27.8,14.6,315129,"Patient Name: Patient_180, Aadhaar: 2293-5769-5796. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20181,Patient_181,7871-3972-4922,20,110,87,98.5,175,24.0,15.4,216983,"Patient Name: Patient_181, Aadhaar: 7871-3972-4922. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20182,Patient_182,5997-8032-1992,55,125,106,96.3,162,25.6,12.5,300655,"Patient Name: Patient_182, Aadhaar: 5997-8032-1992. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-20183,Patient_183,9112-6287-3240,18,101,70,97.6,178,19.1,14.8,303837,"Patient Name: Patient_183, Aadhaar: 9112-6287-3240. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20184,Patient_184,2476-7426-1389,55,91,104,94.5,168,30.1,12.5,340359,"Patient Name: Patient_184, Aadhaar: 2476-7426-1389. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-20185,Patient_185,1999-2855-9125,46,102,92,95.7,237,27.0,16.2,360747,"Patient Name: Patient_185, Aadhaar: 1999-2855-9125. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-20186,Patient_186,9850-3763-4663,22,142,76,98.5,211,19.4,14.5,327597,"Patient Name: Patient_186, Aadhaar: 9850-3763-4663. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-20187,Patient_187,5986-2481-8256,38,121,65,95.6,104,29.1,12.8,319302,"Patient Name: Patient_187, Aadhaar: 5986-2481-8256. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-20188,Patient_188,4731-8262-1451,84,105,63,94.8,153,25.7,12.5,437710,"Patient Name: Patient_188, Aadhaar: 4731-8262-1451. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-20189,Patient_189,4093-1882-5408,64,121,79,95.9,125,19.0,12.1,402084,"Patient Name: Patient_189, Aadhaar: 4093-1882-5408. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
