patient_id,patient_name,aadhaar_number,age,blood_pressure,heart_rate,oxygen_saturation,blood_sugar,bmi,hemoglobin,platelets,doctor_notes,risk_level
P-10130,Patient_130,8486-9202-2868,25,151,96,92.8,120,20.6,12.3,372724,"Patient Name: Patient_130, Aadhaar: 8486-9202-2868. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10131,Patient_131,8878-6690-8827,70,90,83,99.1,73,19.5,13.1,343783,"Patient Name: Patient_131, Aadhaar: 8878-6690-8827. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10132,Patient_132,6429-4564-2389,72,116,88,96.0,182,33.8,12.2,322395,"Patient Name: Patient_132, Aadhaar: 6429-4564-2389. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10133,Patient_133,8274-1824-3265,49,151,108,98.5,101,23.5,11.4,168752,"Patient Name: Patient_133, Aadhaar: 8274-1824-3265. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10134,Patient_134,1936-7402-4845,68,92,105,94.5,103,31.1,14.3,363277,"Patient Name: Patient_134, Aadhaar: 1936-7402-4845. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10135,Patient_135,2796-9245-8214,61,159,90,99.1,161,22.4,14.7,294467,"Patient Name: Patient_135, Aadhaar: 2796-9245-8214. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10136,Patient_136,1726-3736-2913,35,116,94,95.1,164,29.1,14.4,367029,"Patient Name: Patient_136, Aadhaar: 1726-3736-2913. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10137,Patient_137,8657-3466-8312,39,98,92,92.1,141,30.3,13.5,206273,"Patient Name: Patient_137, Aadhaar: 8657-3466-8312. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10138,Patient_138,9194-8906-5876,54,151,80,99.2,108,27.7,13.1,408503,"Patient Name: Patient_138, Aadhaar: 9194-8906-5876. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10139,Patient_139,8287-1892-5675,73,126,91,92.7,223,25.8,15.7,241878,"Patient Name: Patient_139, Aadhaar: 8287-1892-5675. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10140,Patient_140,2933-2380-2290,76,140,82,94.5,231,24.9,13.9,417039,"Patient Name: Patient_140, Aadhaar: 2933-2380-2290. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10141,Patient_141,2640-8490-2218,20,133,92,99.5,187,23.9,13.6,269968,"Patient Name: Patient_141, Aadhaar: 2640-8490-2218. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10142,Patient_142,6016-7881-1954,45,113,62,99.5,72,32.9,11.1,226559,"Patient Name: Patient_142, Aadhaar: 6016-7881-1954. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10143,Patient_143,8291-1974-5133,52,148,77,96.5,192,31.4,12.9,160699,"Patient Name: Patient_143, Aadhaar: 8291-1974-5133. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10144,Patient_144,6370-4972-6295,78,121,84,97.0,119,33.5,13.1,346133,"Patient Name: Patient_144, Aadhaar: 6370-4972-6295. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10145,Patient_145,9228-4020-9987,71,141,101,95.5,81,20.4,13.2,159715,"Patient Name: Patient_145, Aadhaar: 9228-4020-9987. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10146,Patient_146,5036-6068-6233,80,151,90,94.3,123,29.8,14.2,169169,"Patient Name: Patient_146, Aadhaar: 5036-6068-6233. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10147,Patient_147,1317-3396-3162,24,147,62,94.6,202,33.0,13.9,268413,"Patient Name: Patient_147, Aadhaar: 1317-3396-3162. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10148,Patient_148,3745-2591-7183,66,141,99,97.3,126,21.3,14.3,269264,"Patient Name: Patient_148, Aadhaar: 3745-2591-7183. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10149,Patient_149,4930-2312-5311,48,101,105,97.9,214,19.5,15.2,417926,"Patient Name: Patient_149, Aadhaar: 4930-2312-5311. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10150,Patient_150,8314-3383-4239,75,128,83,98.3,181,30.0,15.5,369249,"Patient Name: Patient_150, Aadhaar: 8314-3383-4239. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10151,Patient_151,3139-2704-7924,78,91,109,98.2,116,27.4,14.9,274481,"Patient Name: Patient_151, Aadhaar: 3139-2704-7924. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10152,Patient_152,1362-3604-5286,41,92,91,92.7,220,31.5,16.3,365400,"Patient Name: Patient_152, Aadhaar: 1362-3604-5286. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10153,Patient_153,4738-3469-5795,37,145,106,95.9,154,20.7,11.1,185585,"Patient Name: Patient_153, Aadhaar: 4738-3469-5795. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10154,Patient_154,7150-1556-3808,54,148,81,92.5,211,30.8,12.1,442826,"Patient Name: Patient_154, Aadhaar: 7150-1556-3808. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10155,Patient_155,6150-8561-3719,21,91,82,96.3,135,21.6,11.0,328936,"Patient Name: Patient_155, Aadhaar: 6150-8561-3719. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10156,Patient_156,7506-4741-4998,37,91,61,95.5,144,21.0,14.6,188067,"Patient Name: Patient_156, Aadhaar: 7506-4741-4998. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10157,Patient_157,3403-9780-1294,77,143,86,99.0,172,21.0,15.9,323757,"Patient Name: Patient_157, Aadhaar: 3403-9780-1294. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10158,Patient_158,6343-2136-3064,41,90,101,94.8,235,31.1,12.3,403334,"Patient Name: Patient_158, Aadhaar: 6343-2136-3064. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10159,Patient_159,8009-5543-2007,67,108,61,92.9,107,28.8,16.1,168073,"Patient Name: Patient_159, Aadhaar: 8009-5543-2007. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10160,Patient_160,6445-6352-2435,66,91,85,93.1,119,26.6,11.3,186035,"Patient Name: Patient_160, Aadhaar: 6445-6352-2435. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10161,Patient_161,1571-3382-6084,68,142,76,98.0,167,24.1,16.1,346049,"Patient Name: Patient_161, Aadhaar: 1571-3382-6084. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10162,Patient_162,1277-8059-2887,53,133,99,96.9,151,32.1,12.9,383782,"Patient Name: Patient_162, Aadhaar: 1277-8059-2887. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10163,Patient_163,2265-8491-2040,83,121,92,92.8,99,24.6,11.6,240373,"Patient Name: Patient_163, Aadhaar: 2265-8491-2040. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10164,Patient_164,9073-3752-9213,51,159,68,92.7,148,31.2,13.7,240517,"Patient Name: Patient_164, Aadhaar: 9073-3752-9213. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10165,Patient_165,5569-7353-3353,53,121,102,97.5,160,25.3,12.4,215450,"Patient Name: Patient_165, Aadhaar: 5569-7353-3353. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10166,Patient_166,8437-5799-1686,23,157,107,92.6,121,24.3,12.6,160382,"Patient Name: Patient_166, Aadhaar: 8437-5799-1686. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10167,Patient_167,9476-5811-9954,56,144,98,98.5,235,25.7,12.7,352043,"Patient Name: Patient_167, Aadhaar: 9476-5811-9954. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10168,Patient_168,6346-6043-3428,59,145,88,97.6,148,23.2,15.4,371427,"Patient Name: Patient_168, Aadhaar: 6346-6043-3428. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10169,Patient_169,6126-9220-8813,75,106,101,92.6,99,30.1,14.0,211929,"Patient Name: Patient_169, Aadhaar: 6126-9220-8813. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
